,Mean,Entropy,Skewness,Contrast,Correlation,Class
48,6.66181945800781,0.182475206703187,3.97440513711336,117.919040084388,0.975897008770177,0
49,9.8717041015625,0.185190459252997,3.13876165006358,144.65952745198,0.96706539302052,0
51,16.6468505859375,0.014825333238118,2.8085765549979,137.790045248869,0.959173170497998,1
52,15.7208709716797,0.007471799675623,3.03929062400299,154.32618949959,0.960935943022925,1
53,13.524169921875,0.005722021357245,3.28146706311947,116.973063973064,0.967406542035708,1
54,6.07012939453125,0.022536603809512,4.98815695398602,192.837928921569,0.96403126368404,1
55,3.87516784667969,0.137330892000274,4.15620105665617,43.0590756045301,0.976799305661394,0
56,1.59384155273438,0.003328257790968,9.00738599948516,193.991919191919,0.915971572065443,1
58,4.89720153808594,0.004555595265314,5.19714161875378,119.672027972028,0.94375930542559,1
60,8.62541198730469,0.093592808345128,2.533505695069,52.3961657231086,0.956411892655139,0
62,4.36212158203125,0.090658768792665,4.56104749620255,86.9114183307732,0.970117549030269,0
63,6.2646484375,0.239618946902815,3.71681950805616,63.4201869158879,0.979181073756756,0
64,17.3100128173828,0.063837245254144,2.28053240304235,98.4688317349608,0.964136018939991,0
65,10.197021484375,0.074026976866869,2.7828794982616,148.889929742389,0.93071088359403,0
66,4.56144714355469,0.08467955017325,3.93795197777333,161.759139784946,0.903444610999348,0
67,8.34445190429688,0.111649652739368,3.79570710824673,219.009411764706,0.963683289543344,0
68,1.25924682617188,0.036208326107491,11.5603364675098,1187.85111111111,0.869998180208487,1
69,32.9743347167969,0.058575116135999,1.99006411677939,386.946379828823,0.944384262188858,0
70,3.038330078125,0.196635336886011,5.86580143307821,339.577395577396,0.920000929724841,0
71,4.9632568359375,0.121535000742724,3.6487195452021,58.172651254304,0.966429903278694,0
72,12.0861511230469,0.003763305558726,3.48558495183814,87.6533171521036,0.96521639393413,1
73,14.5516510009766,0.05800513766428,2.1183633810699,92.3943856193056,0.939049619285469,0
74,12.8381652832031,0.06910324843044,2.26016437190384,75.4795081967213,0.952015098095494,0
75,5.88569641113281,0.10511890062687,3.30588578823767,91.9625541125541,0.943978852942583,0
77,7.08120727539063,0.002883479575335,5.13620260693137,202.814687714482,0.960127269150201,1
78,13.1936950683594,0.001732271670782,3.73934344058089,152.267903525046,0.961077300099533,1
79,20.890625,0.004747905525441,2.84501818698328,190.643918105179,0.957097265428026,1
80,0.770980834960938,0.008114281372905,16.92571391977,138.733031674208,0.878611129274832,1
81,6.5665283203125,0.005889752781833,4.79458364554608,45.6415960451978,0.763260110462459,1
82,2.44125366210937,0.165151629367912,6.54569950900997,382.391994478951,0.915031269619251,0
83,11.6481323242188,0.151002320093191,3.41607913761303,228.956233279829,0.972023412083694,0
84,15.3454895019531,0.193820360423021,2.93595920130602,215.72669276497,0.973713300887458,0
85,4.96481323242188,0.002107337713059,6.08660286374347,94.3016129032258,0.945807010597474,1
86,10.0203399658203,0.008837980178093,4.67473525160542,163.488611111111,0.981593547948185,1
87,9.61149597167969,0.008884880749689,4.51674949812841,254.264970853206,0.960357144476643,1
88,0.589263916015625,0.005255876046276,16.5084440423429,88.6050420168067,0.900001617844039,1
89,6.21632385253906,0.278168187310914,3.74809016092509,50.6468883205456,0.98314029783759,0
90,12.8814849853516,0.125926615734098,2.57027937950026,103.12769924812,0.966244075035198,0
91,17.9932708740234,0.073877495165137,2.21990798720001,116.174937343358,0.962008263039652,0
92,6.15017700195313,0.005802262994358,4.04697831305633,88.2057731958763,0.923975729872788,1
93,1.56077575683594,0.006968697305717,8.77830396647078,101.526915113872,0.95268176755221,1
94,4.69851684570313,0.046110365516508,5.12672454358644,128.316308243728,0.971592454686953,1
96,3.43038940429687,0.140147936675546,4.89993512089921,223.885936784242,0.924588419137184,0
97,3.59840393066406,0.103148047301446,5.05837590738811,60.411373260738,0.98028480429297,0
98,5.47348022460938,0.238675624360679,3.99664075215521,51.3065138092757,0.984076033078241,0
99,8.95579528808594,0.153840525371673,3.13437163933328,74.8543674350474,0.977219029960286,0
101,4.19308471679688,0.279734522975948,4.66508449236831,52.3764022435898,0.980323407533856,0
102,11.4803619384766,0.099796042275117,2.78001968856942,55.5825984714874,0.981591537980736,0
103,14.0878143310547,0.149782780984831,2.43201415575709,56.209219858156,0.981933185624855,0
104,5.61288452148438,0.230126765909308,3.71911453732509,59.7534996956786,0.977254763531498,0
105,8.77899169921875,0.178183263387095,2.96760664064424,69.7542456140351,0.973068204580862,0
106,13.3475646972656,0.099710166310762,2.34097097175109,55.5514648977335,0.975028573058091,0
107,6.97456359863281,0.105128076507563,3.09639611106082,105.057929554801,0.939482776361159,0
108,2.77485656738281,0.134482366726697,4.90670864310255,133.503953712633,0.922205816914075,0
109,7.01217651367188,0.226728323100769,3.25803747721882,66.8884297520661,0.970590953920485,0
110,12.5951385498047,0.11793140306921,2.45778385178145,76.9125714285714,0.968098188865773,0
111,15.0141448974609,0.150110889744173,2.2570872208693,69.6318085855032,0.975187761468754,0
112,11.3787536621094,0.003586367846014,3.45646635654867,69.9476063829787,0.966680564763445,1
113,3.19883728027344,0.01532297234768,6.8280700827373,252.337528604119,0.945977064704577,1
114,6.12039184570313,0.096384117901202,4.22505352656662,115.050032916392,0.97423893306949,0
115,9.01107788085938,0.17843963865693,3.52720257143081,106.511609981694,0.979350764571463,0
116,13.7153930664063,0.141536495219428,2.79824979775641,117.326352757544,0.974369104857697,0
117,21.9847259521484,0.009722308441416,2.69720720676272,191.199267063674,0.964429427995741,1
118,8.70606994628906,0.094581196268199,3.42157863730237,274.210884353741,0.930076478290677,0
119,11.7579803466797,0.206309356876887,3.38693115461603,141.109977902431,0.982087856073953,0
120,2.56283569335937,0.228044458510592,6.78379293883373,429.359617682198,0.922724982203849,0
121,6.38726806640625,0.211767839087337,3.56552289766056,63.2601392251816,0.972332801289788,0
122,9.16494750976562,0.013845087170772,3.31130285542388,139.633074935401,0.927621774558904,1
123,4.59355163574219,0.001750582183446,5.30593486695988,92.4200518582541,0.970506955934312,1
124,5.56507873535156,0.075255631687554,3.45413648920228,110.062939958592,0.927739866677294,0
125,2.19444274902344,0.101123181043775,5.39938163249745,112.495739348371,0.923177936475766,0
126,6.12886047363281,0.101793197170364,4.08942654895899,120.541005291005,0.971280547816894,0
127,7.23487854003906,0.153633173894519,3.6205865214947,97.5052439580483,0.974686134046516,0
128,16.4559936523438,0.106902237973765,2.27932388589507,125.90489619293,0.958906897738297,0
129,9.88140869140625,0.069546822217555,2.88431142466813,128.347973258864,0.945668587027748,0
130,9.26455688476562,0.239646506619331,3.63004455143473,101.220934579439,0.984215302963994,0
133,24.8785552978516,0.021594912120021,2.4676199580879,139.256254225828,0.973441981886166,1
134,15.9591217041016,0.005962465699193,3.10819676456995,164.720379716414,0.956385420958502,1
135,6.97474670410156,0.011507993425491,4.85181888172825,190.9486260454,0.962128573082256,1
136,6.16751098632813,0.084245081246681,4.18166841973108,220.111021505376,0.937322505805612,0
138,7.98458862304688,0.001313310462133,4.19324636154381,148.910529715762,0.95659822803122,1
139,10.3251647949219,0.003248348538371,3.36386205768223,87.747609388583,0.944945878617438,1
140,5.82792663574219,0.087903610482911,4.13985311773317,86.9762137504073,0.977227910614587,0
141,7.29403686523438,0.20656792323387,3.50650302510584,57.7470678225395,0.982255849576427,0
142,6.43959045410156,0.003682775871175,4.9457833097823,191.833333333333,0.962898827983635,1
144,1.80509948730469,0.228247246206212,6.84938455334623,208.461768219833,0.926456347211921,0
146,5.85762023925781,0.244682468022478,3.3223292144747,50.0778123255999,0.973508789404057,0
147,14.1048431396484,0.09733454193022,2.34318024152618,84.9326442721792,0.966835481849433,0
150,4.97975158691406,0.002169761318076,6.31930214390036,79.5966702470462,0.976701482513131,1
151,5.42892456054688,0.004496507597217,5.98392849421516,196.261261261261,0.96211753000703,1
152,3.50680541992187,0.009822648339268,6.93950885868806,227.072340425532,0.956117155127124,1
153,4.06016540527344,0.107292409262728,4.71136044662121,303.039281705948,0.909463004827933,0
154,6.30006408691406,0.129987344932749,4.47031573592771,80.6308474576271,0.987737703181034,0
155,21.7411956787109,0.060598236138716,2.22884229809928,81.4416813380282,0.981443468885353,0
156,17.8222961425781,0.064984646698559,2.45945141220631,83.059144072302,0.981126598341991,0
158,5.46952819824219,0.111726000943907,4.49146140097804,89.0094979647219,0.981878158592671,0
159,4.1859130859375,0.108009771496159,4.86801325469954,89.7700159489633,0.969696078367172,0
160,6.81478881835938,0.218627394576932,3.48250092214663,75.9632907243527,0.972146634455387,0
161,10.2052154541016,0.142859123744829,2.89868916161299,72.0395076923077,0.974378148519468,0
162,6.04696655273438,0.101236731651159,4.20503208998655,149.506106264869,0.96545317981899,0
163,8.39912414550781,0.223068888510901,3.51039400678205,125.750873515024,0.972094672063661,0
164,18.7931213378906,0.058231954708327,2.2852520057115,135.764677103718,0.961115127344647,0
165,13.2560424804688,0.086252840302409,2.73519454205424,165.410184317401,0.956615382136592,0
167,6.03752136230469,0.087549023267629,3.90416555241945,124.261335784314,0.961063723170998,0
168,7.30305480957031,0.239992264900186,3.57053765831877,81.9838187702265,0.978047385430544,0
169,14.5974426269531,0.115190882191029,2.48692054453081,132.770552884615,0.961761860913753,0
170,17.8188323974609,0.09208684005549,2.25139206096545,123.859596393302,0.963444585018512,0
171,23.2617950439453,0.063351729395441,1.95376063539789,133.53974295822,0.957974222240443,0
173,3.35955810546875,0.001918827846656,7.68639794547989,219.602307692308,0.945171247829805,1
174,2.07804870605469,0.028151336389443,8.59015852077661,482.978566149298,0.914349648707627,1
175,17.7657165527344,0.134640166857045,2.64178067732519,136.888408759124,0.978426809965972,0
177,16.0005798339844,0.002162593176828,2.90675882005337,162.669348659004,0.954496989005281,1
178,14.4913635253906,0.066818911005172,2.79233062490711,157.612068338786,0.966262087244963,0
179,6.9891357421875,0.112641940752325,4.07175865472549,151.035737491878,0.970666508231069,0
180,10.4925384521484,0.00243145527971,3.52306168079914,191.681051265412,0.893413542246778,1
181,17.5949249267578,0.066543102625534,2.37414708363231,179.364712139343,0.951368741490082,0
183,5.25741577148438,0.093669693124877,4.33085321270124,127.914619883041,0.966278351422493,0
184,7.1778564453125,0.111459600333824,3.70447217306868,106.207637906648,0.973605695593486,0
185,9.0098876953125,0.001599978591699,4.70843543879998,148.467049494121,0.973226197044653,1
186,14.2021942138672,0.077858731513417,2.43485410634818,96.9534587825621,0.964819404272675,0
187,10.0260925292969,0.075166142960403,2.93752415414656,123.293277470958,0.955539436979715,0
188,4.69615173339844,0.114490345329281,4.27421522783202,171.567596955419,0.943940815856017,0
189,7.05572509765625,0.111147163377906,3.78743710834148,118.698183760684,0.971363068501801,0
190,10.5916900634766,0.003761691411768,4.21964349145027,226.43944197844,0.958032816306108,1
191,11.6888427734375,0.002495086309855,4.14052585688648,167.253617810761,0.976252624484158,1
192,15.1382904052734,0.003557184706166,3.79747187538593,149.582295282826,0.980546057649915,1
193,2.36759948730469,0.119965396644012,4.41755003974079,27.515946783306,0.967148323634428,0
195,4.29635620117188,0.189579391636305,3.16053584041892,27.9765425803162,0.966906964329423,0
196,3.36065673828125,0.104156892124415,3.82132463272994,48.2807588075881,0.946236515733483,0
197,22.7114105224609,0.060649184784724,1.91938692275511,102.653615520282,0.96406997652299,0
199,14.276611328125,0.091856780428447,2.4552946302233,125.196961063628,0.95831129872987,0
200,9.73379516601562,0.097572169829024,3.02309768730048,214.436754818467,0.930512332813282,0
201,3.71914672851562,0.174425209864017,4.9617179075021,291.569264069264,0.909849114253099,0
202,9.28587341308594,0.287337148123256,3.49499155291448,144.141334730957,0.976571830539144,0
203,7.38055419921875,0.101308598122333,4.13749689366479,180.69264371833,0.971652669128982,0
204,4.85661315917969,0.001663748295903,5.55202049942775,161.364550815123,0.966035760223332,1
205,6.32212829589844,0.088488016680027,4.14894665480093,101.099055066797,0.977559506527532,0
206,5.723388671875,0.003970178623931,4.79552600366426,112.647429906542,0.954507886634955,1
207,11.80517578125,0.110035561444977,2.56682011416615,93.630136119025,0.962765744638214,0
208,6.63446044921875,0.112405663428022,3.46009403762418,110.075652841782,0.951962860328778,0
210,13.1573181152344,0.231131633626658,3.18206432332415,272.280681818182,0.968514914580567,0
212,7.76763916015625,0.004364188751275,3.94951096276095,34.1451612903226,0.982781943954295,1
213,4.86105346679688,0.061674830836108,4.62645514990952,76.3217511097505,0.969845438438939,1
214,1.40165710449219,0.274211103991996,5.30076738905861,51.1930327868853,0.929908331255484,0
216,9.33634948730469,0.117570719336304,2.20912048906938,29.7668650793651,0.968817232140294,0
217,5.46328735351563,0.133985012524291,3.6831463777422,72.441306266549,0.968933781722173,0
218,5.40122985839844,0.109359449710542,4.54166215431828,123.983660130719,0.96901839467084,1
219,17.2237854003906,0.063946124147553,2.01517428897689,98.474475931677,0.948622595329111,0
223,1.47573852539063,0.202830432457529,6.89126870858323,199.898046398046,0.891941703605941,0
224,6.483642578125,0.141788737439363,3.92587017555297,174.086764705882,0.960287227582067,0
225,15.6648712158203,0.037934814136296,2.65682811370592,173.837594351108,0.950868006620093,1
226,5.56875610351563,0.247264837364351,3.98293029848772,77.0191290973758,0.97444224768148,0
227,8.67967224121094,0.184785465760872,3.14505911985021,82.3387723387723,0.972322302398797,0
229,22.2207641601562,0.048923505154914,2.0200238731477,152.289825581395,0.945654122070337,0
230,14.1089324951172,0.065343452403969,2.47275674116159,136.597281449893,0.948160226232809,0
232,3.70425415039062,0.002107954603292,6.29061639363621,91.2384615384616,0.940951049136039,1
235,19.0909423828125,0.062799211354123,2.29788625341536,139.658079625293,0.962638902903901,0
236,7.96945190429688,0.086499384308379,3.71423393088685,194.21177696717,0.94923760840828,0
237,1.82774353027344,0.143684203467328,6.63985928371265,84.5341812400636,0.934855403389948,0
238,4.49153137207031,0.139358976185163,4.30185035553578,97.5455261086329,0.958619202739297,0
239,6.78179931640625,0.210275469935052,3.38516353539269,73.7607668796888,0.965401698276915,0
240,11.7280883789063,0.0680361290587,2.57154508231636,130.697041420118,0.939584725196426,0
241,7.38417053222656,0.109022111753748,3.26738544875136,162.044180118946,0.935781642133396,0
242,3.89308166503906,0.092824373100389,4.44573257422128,92.1233295150821,0.958599368289324,0
243,5.40335083007813,0.306102510870453,3.90310701573742,81.7420714572461,0.973228704015052,0
244,19.4826965332031,0.018357843774131,3.01222549996725,141.582746478873,0.973332922695109,1
245,7.19223022460938,0.003393387772156,4.8809388516203,108.352845528455,0.976399838452596,1
246,3.73194885253906,0.00213832237084,6.7008367121693,76.8193277310924,0.979232506912995,1
247,12.6591949462891,0.085610038206446,2.48507204081263,77.3811431623932,0.967852016708866,0
248,8.36103820800781,0.105293126782391,3.03694212201353,98.2105361479544,0.959186797384593,0
249,3.50257873535156,0.192729151432654,4.66800899747976,169.295909007522,0.936820632215075,0
250,8.49026489257813,0.186362460582772,3.30985368237009,109.071759447379,0.970245988063852,0
251,20.22216796875,0.030617038228275,2.64649948493177,101.959015353382,0.976663015872543,1
252,5.23046875,0.080542409312671,3.9079017054091,200.871527777778,0.915513573936455,0
253,8.13130187988281,0.245003057657974,3.34262223566306,75.7675094449288,0.977450134532803,0
254,11.8952331542969,0.153111968134691,2.6907989839477,79.4599201382681,0.975597442215137,0
255,15.8807373046875,0.193060715665144,2.23532603554624,65.8996319549686,0.980225717439575,0
256,3.84400939941406,0.131390471481461,4.46862221656196,71.6243727598566,0.971315278994659,0
257,4.69015502929688,0.2692548317825,3.92374693639899,48.6736889287315,0.979863334766062,0
258,7.34599304199219,0.002026377314463,4.07626509006961,74.1394037066881,0.962209007590592,1
259,7.131103515625,0.218617053911376,3.55343172352517,84.2471320878401,0.972989951894195,0
260,10.8401794433594,0.142870536556954,2.90606692900417,79.2644923076923,0.975497686849376,0
261,7.27388000488281,0.31643279973348,3.52604703729856,62.1483881163085,0.982825292145696,0
262,13.1226806640625,0.197808524199173,2.69871191168807,116.031007751938,0.97135639357218,0
263,13.7567596435547,0.001035366950054,3.47954318249777,149.76213592233,0.964161606184921,1
264,3.44090270996094,0.164287182773977,3.79716056873763,32.6050295857988,0.964841228245399,0
267,4.734130859375,0.067961037912295,3.06801104405758,39.5077009767092,0.940508943914449,0
269,4.03752136230469,0.018735410468355,5.98024832773204,373.348051948052,0.922283581392451,1
270,2.46504211425781,0.113101106544067,3.96281943003893,18.6036217303823,0.967586776085514,0
271,2.96148681640625,0.146042613005692,3.50520854668935,17.4632402995235,0.963785646314819,0
272,7.48890686035156,0.015020572448472,3.0042808876066,28.6711779448622,0.964722948882372,1
273,6.56903076171875,0.02334247428029,3.34053664763383,22.9120138818006,0.980630778493292,1
274,3.34928894042969,0.027690365311025,4.67781351290068,43.5888106416276,0.963281727393563,1
275,5.33343505859375,0.122537413310235,3.88223044127647,62.3364740887677,0.975934107842162,0
276,13.9950103759766,0.106260985855395,2.42490132465084,82.6608009385165,0.971376520103175,0
277,14.7355651855469,0.085262950074295,2.46444745220207,108.479833546735,0.965102856121039,0
278,17.8625183105469,0.087097092741895,2.22254224455105,133.372589194245,0.956870204160518,0
279,10.3036346435547,0.080825080530444,3.05671970199609,152.518655462185,0.95418992683217,0
281,7.77835083007813,0.287619549070739,3.48722488815798,99.5600978336827,0.976793180205726,0
282,5.12725830078125,0.259007041869541,3.91131577266806,59.908635666837,0.97692292928842,0
284,1.24371337890625,0.005874881334335,11.2557588848267,444.536982248521,0.893239153868061,1
288,12.3867492675781,0.070514740788229,2.36219241529332,68.194738680014,0.961246626871225,0
289,9.7445068359375,0.082393665514129,2.65721954132978,86.5208970438328,0.952248119172198,0
293,9.38829040527344,0.116086254901634,3.34980567656681,97.7777777777778,0.97180686333088,1
294,20.0965118408203,0.070669304353621,2.54648475368136,123.610328185328,0.969678397792396,1
295,18.2530975341797,0.006857941357635,2.81395313537073,119.46196969697,0.959790920103946,1
296,7.5128173828125,0.111457721216251,3.51681042119432,221.376934492262,0.929054250015056,0
297,1.01785278320313,0.221732774823946,8.09953109547819,227.563888888889,0.875142002702981,0
298,5.96040344238281,0.261207316218276,3.51013506271094,73.2204501151869,0.969806201108061,0
299,9.93832397460938,0.133004939747349,2.73821292654193,90.6805319215983,0.955815697902404,0
300,11.6265258789063,0.035382666360077,3.71696680005313,123.981981981982,0.973179135863277,1
302,3.47412109375,0.179469574374578,4.70672851988977,138.363514868025,0.938381033838056,0
303,3.2218017578125,0.092534761585067,4.30511490249667,37.3088954056696,0.970802526813269,0
304,4.96589660644531,0.249931642086014,3.66908815154422,43.7768439108062,0.975308110765636,0
305,12.6951446533203,0.073940071069386,2.44641745547876,90.605377166157,0.95807957192585,0
307,2.01383972167969,0.244214988622797,6.00560961323944,136.892682926829,0.926339906140995,0
308,3.77006530761719,0.095066305579881,4.02986546216746,45.0170068027211,0.968539000218184,0
309,9.58351135253906,0.005589020881615,4.19813126431253,175.190143190143,0.969529807317018,1
310,10.2328186035156,0.004487088556534,4.19848930331469,185.7444589309,0.9698848141667,1
311,11.6035308837891,0.001253375766297,3.9471889386,166.588379705401,0.965728638296488,1
313,4.68940734863281,0.104569952313873,3.90511061536927,50.0320512820513,0.974259046392486,0
314,4.57081604003906,0.013733060528442,6.31310822989455,255.25468975469,0.968647370582139,1
315,13.7302703857422,0.002850681765569,2.85421789807946,84.3498447204969,0.942775986382359,1
316,17.6346130371094,0.022191782622413,2.5295863774312,85.3009815182207,0.96107496502575,1
317,1.41473388671875,0.189699524957957,7.41233288201708,234.21719858156,0.911831721506712,0
318,5.75811767578125,0.202691028360992,3.62030938298016,65.6374400326631,0.973829513145102,0
319,5.39585876464844,0.005716580719934,6.14654599958063,225.433425160698,0.968489191900217,1
320,8.73881530761719,0.009825391452297,4.98325878248903,165.834660134721,0.976605509527016,1
321,9.53746032714844,0.015419848516095,4.75045998203516,153.398333333333,0.977942505628345,1
322,8.23275756835938,0.015061371302211,5.01067806518952,100.216956802063,0.98056109797922,1
323,5.05091857910156,0.07615439145696,3.17765117757235,55.4057293783015,0.939318831379971,0
324,3.83432006835937,0.115746823713261,4.21765005470864,34.5185717709082,0.978237674502307,0
326,10.8686676025391,0.129228967445514,2.46783958917088,46.330868668578,0.973298008770877,0
327,13.9955444335938,0.117410949716487,2.29376375225894,75.4623148148148,0.96697305299478,0
328,6.49147033691406,0.273224598438176,3.91799370649734,63.3434343434343,0.985877689943677,0
331,6.54478454589844,0.001756442968859,5.60291405076938,126.39126984127,0.975585604957395,1
332,5.60162353515625,0.122176979246901,5.09087136229643,387.282352941177,0.954859789169962,0
333,9.19551086425781,0.284880393715336,3.81551627152859,164.588823529412,0.979595427098797,0
335,2.19514465332031,0.003931123660727,8.51360284612226,31.9219620958751,0.93886220902336,1
336,12.6902618408203,0.073386149019345,2.87280599419395,181.293406593407,0.955509178513114,0
337,5.64480590820313,0.096367376134364,4.25373740252133,224.376304155614,0.944281428685986,0
338,7.90093994140625,0.28228320859066,3.78199291522185,156.515698587127,0.972672471961292,0
339,24.2337341308594,0.038569026908089,2.48645653578499,262.043728135932,0.953982702101192,1
340,16.4047698974609,0.079444235844658,2.6668740524637,226.085292580982,0.954580191697742,0
341,3.19084167480469,0.151723386665628,5.48953169222163,131.970862470863,0.939502898727585,0
342,6.91694641113281,0.088270442870046,4.01004844201357,171.234754098361,0.963526214755769,0
343,9.28511047363281,0.231605064807395,3.35018632097319,102.98813700919,0.978691033905457,0
344,22.2224426269531,0.004355784736472,2.63345444434355,112.127339449541,0.968147448198334,1
345,4.40628051757813,0.077585134624726,4.47752578595727,167.233409610984,0.939417465954009,0
347,7.337890625,0.284964649195141,3.78119284724997,139.548039215686,0.971747352484568,0
348,9.94432067871094,0.073314519446497,2.93767545214937,162.232967032967,0.938266433218917,0
349,6.30258178710938,0.08905213564458,4.12064841650928,102.127403062887,0.976811159330634,0
351,11.4043579101563,0.109686402812392,2.59863364701134,88.8387464387464,0.963315864176025,0
353,3.42784118652344,0.105471075088764,4.1821334207449,40.271679197995,0.971602204569862,0
354,4.41142272949219,0.255369565071926,3.67853655342705,35.783917607447,0.978059594208444,0
355,7.8597412109375,0.127961633958809,2.80493638657379,50.0280341880342,0.967116314664024,0
356,9.48182678222656,0.098292759305035,2.4851128406096,44.7090800477897,0.966690151177818,0
357,4.68440246582031,0.00691078798584,6.59235701131079,264.97605083089,0.966718497192785,1
358,4.60176086425781,0.126662301169393,3.79776940191624,38.8959568733154,0.978590128293442,0
359,6.5858154296875,0.265848799854011,3.26630903364934,56.8759092854087,0.973230699628216,0
361,13.5060577392578,0.10198232344096,2.15188378614433,50.3977905435263,0.969187421545006,0
362,1.30589294433594,0.003206200911078,9.81331973702424,143.045606229144,0.929569643906866,1
363,1.25370788574219,0.29889147455771,6.83536597160504,82.9259685462217,0.899778593365929,0
364,3.658447265625,0.090066048668364,5.01870169879445,104.161403508772,0.948115189161375,0
365,16.8234252929688,0.117217311308148,2.3463544809714,105.913406364111,0.971234608329556,0
366,0.52154541015625,0.039544740466626,17.380474476027,1191.76,0.842092484749627,1
367,5.46133422851563,0.133305080986671,4.41987232355267,212.896774193548,0.955411439956948,0
368,10.5756378173828,0.116411988045459,3.15566369127488,263.094703049759,0.943262646005868,0
369,3.00888061523437,0.161093517963212,5.44356113378093,298.336178283547,0.910682908800222,0
370,11.3418121337891,0.10396944754291,2.72505842124408,65.954664528201,0.974639254019185,0
372,7.98654174804688,0.00293225176429,3.94478401363603,78.4522032693674,0.966101168474129,1
373,8.927734375,0.22687502873952,3.34531428962216,145.445819651427,0.968134904122925,0
374,13.5244445800781,0.133030056483743,2.67910555756707,110.872119815668,0.971393590134029,0
375,7.56465148925781,0.014886125216737,4.51027197544894,167.65311587147,0.968557794094088,1
376,6.98902893066406,0.059178278935318,4.58528487667054,319.054490879705,0.954502137107685,1
377,5.79251098632813,0.042686386381565,4.85378037947453,180.521946060286,0.966067941604624,1
378,4.22407531738281,0.16631776677183,3.97545554676769,95.4567687747036,0.946852621141882,0
379,9.11381530761719,0.286923143075702,3.52153408711274,145.204053109713,0.975777627121591,0
381,2.30703735351562,0.002670290813646,8.00802075560527,153.425189393939,0.838868271677104,1
382,17.5224456787109,0.07858342873501,2.38276247967456,173.7989300867,0.95534834138601,0
383,11.8907928466797,0.093906601779711,2.89923567104526,218.089517854204,0.943319027139418,0
385,5.04100036621094,0.117297278981855,4.20093577924471,85.7549099172212,0.972662178107097,0
386,6.93513488769531,0.23840306964954,3.63176222180805,81.3588499550764,0.975805538572231,0
387,23.6413421630859,0.063066575701973,2.11628917189241,160.004740740741,0.960641885393415,0
